"","total_genusmass","simpson","shannon","richness","Bacteria","Eukaryota","Viruses"
"sample_175",-1.28458765892457,0.709220479772709,1.94201555045501,7,0.0442257374837627,0.0057176276092802,0.000980164733019463
"sample_176",-0.131136352155532,0.72582110378051,1.53448718030304,10,0.435110063365711,0.303674855549749,0
"sample_177",-0.883245973753215,0.814456150530025,2.34039321021803,23,0.114677540091239,0,0
"sample_178",2.25579987152583,0.229162249236919,0.454942056080923,30,160.203022916949,0.00642304085230582,19.8946432817401
"sample_179",0.982062132048137,0.33655819121953,0.849952148630911,75,9.45318756536051,0.120230186781968,0.00251400660824594
"sample_180",0.374403652702198,0.503706485924237,1.17290875503073,14,2.35028096180738,0.00736280631966934,0.00497335957030173
"sample_181",-0.508557684888624,0.270073182548581,0.906159572826929,15,0.299208921958198,0.00405435651671539,0
"sample_182",-0.452888582250834,0.820682816725683,2.02355296357748,18,0.346231878480283,0.00291467938526762,0
"sample_183",-0.746302873144103,0.709464508330923,1.82642227811963,14,0.179077142808823,0.00027110036674231,0
"sample_184",1.38588128947281,0.159172295132821,0.404676251210622,18,23.8988875557828,0.0101828947237704,0.406322335807032
"sample_185",0.86772917451645,0.354739735699258,0.685990157557604,11,1.55348249903117,5.79301194095791,0.013604457778285
"sample_186",-0.80923909384118,0.694643113263007,1.5699304311946,12,0.15324940714928,0,0
"sample_187",-0.228926386736668,0.73373119011585,1.54669347569758,7,0.401676188755769,0.00393466978820362,0.184428382294643
"sample_188",0.592929542440176,0.294307935801453,0.703157713590064,19,3.74068828267148,0.172487025646884,0
"sample_189",-0.152441226683284,0.691499542659741,1.52254747678843,15,0.506853811245385,0.194915963127277,0
